n,MSE
328,0.0012092041958779048
329,0.0012020314802132985
330,0.0012015546430550954
331,0.0011944721250150125
332,0.0011939952878568091
333,0.0011870013465326054
334,0.001186524509374402
335,0.0011796175624460168
336,0.0011791407252878137
337,0.0011723192278821127
338,0.0011718423907239096
339,0.0011651048343133204
340,0.0011646279971551173
341,0.0011579729084949066
342,0.001157496071336703
343,0.0011509220114393269
344,0.0011504451742811235
345,0.0011439507374261472
346,0.0011434739002679438
347,0.001137057713046102
348,0.0011365808758878988
349,0.0011302415962779317
350,0.0011297647591197286
351,0.0011235010755966859
352,0.0011230242384384827
353,0.0011168348691122576
354,0.0011163580319540542
355,0.0011102417237369502
356,0.0011097648865787473
357,0.0011037204143809533
358,0.0011032435772227503
359,0.0010972697431746265
360,0.0010967929060164234
361,0.0010908885387165739
362,0.0010904117015583708
363,0.001084575655346496
364,0.001084098818188293
365,0.0010783299724418925
366,0.001077853135283689
367,0.0010721503937376879
368,0.001071673556579485
369,0.0010660358466679344
370,0.0010655590095097313
371,0.001059985281728738
372,0.001059508444570535
373,0.0010539976718616335
374,0.0010535208347034304
375,0.0010480720118566356
376,0.0010475951746984325
377,0.001042207317774241
378,0.0010417304806160377
379,0.0010364026263856812
380,0.0010359257892274781
381,0.0010306569946307615
382,0.0010301801574725581
383,0.001024969499092638
384,0.0010244926619344351
385,0.0010193392354889298
386,0.0010188623983307264
387,0.0010137653181785593
388,0.0010132884810203561
389,0.001008246879683777
390,0.0010077700425255736
391,0.00100278307022681
392,0.001002306233068607
393,0.0009973730572806275
394,0.0009968962201224243
395,0.000992016025133316
396,0.000991539187975113
397,0.0009867111744655903
398,0.0009862343373073872
399,0.000981457721940979
400,0.000980980884782776
